Video,Subject
Club Foot Part-1 (Dr. Faheem Kotekar),Pediatric Orthopedics
Basics of Minimally Invasive Spine Surgery by Arvind Kulkarni & Dr. Jitesh Manghwani,Upcoming Sessions
Principles of Fracture Management,Trauma
Soft Tissue Sarcomas - How To Plan for Wide Margin Excision Surgical Video Demonstration (Dr. Vivek Verma),Oncology
Basics of Minimally Invasive Spine Surgery (Dr. Arvind Kulkarni & Dr. Jitesh Manghwani),Regional Orthopedics
MRI Shoulder Discussion (Dr. Harpreet Singh),Arthroscopy
Back To Basics: Series on Concept of Stabilisation - Nailing will be Discussed,Live Sessions - Month Wise
Paed Femur Fracture CRIF with ESIN,Live Sessions - Month Wise
DDH Complications Pelvic Osteotomies (Dr. Faheem Kotekar),Live Sessions - Month Wise
Physeal Injuries Complications (Dr. Ravinder Dimri),Live Sessions - Month Wise
Concept of Reduction,Live Sessions - Month Wise
PT Management of Radial Nerve Injury,Live Sessions - Month Wise
PT Management of Radial Nerve Injury,Physiotherapy
DDH Treatment Options (Dr. Faheem Kotekar),Live Sessions - Month Wise
COMMON MISTAKES IN DNB OSCE EXAM,Live Sessions - Month Wise
Concept learning series Navigation assisted valgus  knee TKR Part-2,Live Sessions - Month Wise
OSCE Session on Foot & Ankle Part-1,Live Sessions - Month Wise
Torticollis,Conceptual Connect LIVE Sessions
Back to Basics: Principles of Fracture Management,Live Sessions - Month Wise
Approach to Research During Residency,Introduction and Orientation
DDH Clinical Features & Radiology,Live Sessions - Month Wise
Concept Learning Series Presents Gap Balancing vs Measured Resection,Arthroplasty
FNB - DNB SS Recall MCQs - Basic Science Part-3,Live Sessions - Month Wise
Surgical Series CRIF With Cephallomedullary Nailing for Segmental Subtrochanteric,Live Sessions - Month Wise
Slipped Disc - Disc Herniation Part-2,Regional Orthopedics
Concept learning series Navigation assisted valgus  knee TKR Part-1,Live Sessions - Month Wise
Short Case - Upper Arm,Clinical Examination
Gait Deviations in Cerebral Palsy,Live Sessions - Month Wise
DNB OSCE Recall - Feb 2025 Part-1,Live Sessions - Month Wise
SCFE (Dr. Faheem Kotekar),Live Sessions - Month Wise
Aseptic Loosening - Knee Arthroplasty,Live Sessions - Month Wise
Aseptic Loosening - Knee Arthroplasty,Arthroplasty
Concept Learning Series - Navigation Principles of TKR with Extra-Articular Deformity,Arthroplasty
Back To Basics: Classification of Fractures AO System,Live Sessions - Month Wise
Concept Learning Series - Navigation Principles of TKR with Extra-Articular Deformity,Live Sessions - Month Wise
Concept Learning Series - Navigation Principles of TKR with Extra-Articular Deformity,Arthroplasty
Spine Tumors & Principles of Biopsy Part-3,Live Sessions - Month Wise
Spine Tumors & Principles of Biopsy Part-3,Regional Orthopedics
Polytrauma,Live Sessions - Month Wise
DNB Theory Questions,Live Sessions - Month Wise
Perthes Disease Part-4 (Dr. Faheem Kotekar),Live Sessions - Month Wise
Aseptic loosening - Hip Arthroplasty,Live Sessions - Month Wise
Follow up of Operated Femur Gap Nonunion Child,Live Sessions - Month Wise
Knee Rehab After Total Knee Arthroplasty,Live Sessions - Month Wise
Perthes Disease Part-3 (Dr. Faheem Kotekar),Live Sessions - Month Wise
Aseptic Loosening of Arthroplasty - Basic Science,Live Sessions - Month Wise
Concept learning Series Navigation Assisted Sagittal Plane Deformity Part-2,Live Sessions - Month Wise
Spine Tumors & Principles of Biopsy Part-2,Live Sessions - Month Wise
Sarcomere Structure & Function (Dr. Ravinder Dimri),Fundamental Concepts
Concept of Reduction,Trauma
Club Foot Part-2 (Dr. Faheem Kotekar),Pediatric Orthopedics
Surgical Series CRIF With Cephallomedullary Nailing for Segmental Subtrochanteric,Surgical Series
Fellowship Entrance Spine Module-4 (Dr. Jitesh Manghwani),MCQ Discussion
Spine Case Discussion (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Developmental Dysplasia of the Hip,Live Sessions - Month Wise
Discussion of Pediatric Ortho Theory Question of DNB June 2022 (Dr. Faheem Kotekar),Solved Theory Papers
Back to Basic Series: Neurological Examination in Orthopedics (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Back to Basic Series: Swellings & Cystic Lesions in Orthopedics (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Fellowship Entrance Spine Module-9 (Dr. Jitesh Manghwani),MCQ Discussion
Theory Crash Course Session on Musculoskeletal Oncology_Part-2 (Dr. Vivek Verma),Solved Theory Papers
Short Case_Hand Injury (Prof. Dr. Anil Dhal),Clinical Examination
Tips & Pearls of Fixation Techniques in Osteoporotic Spine (Dr. Vikas Tandon & Dr. Jitesh Manghwani),Regional Orthopedics
Crash Course Theory Discussion of Questions on Pediatric Ortho (Dr. Faheem Kotekar),Solved Theory Papers
Swelling Posterior Chest Wall (Prof. Dr. Anil Dhal),Clinical Examination
Shoulder External Impingement Syndrome_Part-1 (Dr. Harpreet Singh),Regional Orthopedics
Autonomic Dysreflexia (Dr. Jitesh Manghwani),Regional Orthopedics
Autonomic Dysreflexia (Dr. Jitesh Manghwani),Recent Advances
Stem Cell Therapy in Spine (Dr. Jitesh Manghwani),Recent Advances
Stem Cell Therapy in Spine (Dr. Jitesh Manghwani),Regional Orthopedics
Motion Presrving Surgeries Cervical Spine (Dr. Jitesh Manghwani),Recent Advances
Motion Presrving Surgeries Cervical Spine (Dr. Jitesh Manghwani),Regional Orthopedics
3 D Printing in Spine (Dr. Jitesh Manghwani),Recent Advances
3 D Printing in Spine (Dr. Jitesh Manghwani),Regional Orthopedics
Diffusion Tensor Imaging (Dr. Jitesh Manghwani),Recent Advances
Diffusion Tensor Imaging (Dr. Jitesh Manghwani),Regional Orthopedics
Body Builder Vs Marathon Runner: Different Muscle Fibre Types And Energy Consumption (Dr. Ravinder Dimri),Fundamental Concepts
Club Foot Part-3 (Dr. Faheem Kotekar),Pediatric Orthopedics
Concept of Stabilisation - Nailing,Trauma
Surgical Management: Swelling Posterior Chest Wall (Prof. Dr. Anil Dhal),Clinical Examination
Fellowship Entrance Spine Module-5 (Dr. Jitesh Manghwani),MCQ Discussion
Shoulder External Impingement Syndrome_Part-2 (Dr. Harpreet Singh),Regional Orthopedics
Concept of Stabilisation Plating,Trauma
Flail Chest,Trauma
Shoulder External Impingement Syndrome_Part-3 (Dr. Harpreet Singh),Regional Orthopedics
Preoperative Planning in TKA/UKA (Dr. Sunil Gurpur Kini),Specialty Courses
Club Foot Part-4 (Dr. Faheem Kotekar),Pediatric Orthopedics
Short Case-Lump in the Left Iliac Fossa (Prof. Dr. Anil Dhal),Clinical Examination
Surgical Anatomy & Pathomechanics of the Degenerative Lumbar Spine (Dr. Ankur Nanda & Dr. Jitesh Manghwani),Regional Orthopedics
Aneurysmal Bone Cyst (Dr. Vivek Verma),Oncology
Perthes Disease Part-1 (Dr. Faheem Kotekar),Pediatric Orthopedics
Concept of Stabilisation - Exfix,Trauma
Amputations for Chronic Limb Ischemia (Prof. Dr. Arun Kakar & Dr. Shailesh Pai),General Orthopedics
"How to utilize the Conceptual Orthopedics App for a Successful Residency_Dr. Shailesh Pai, Dr. Harpreet Singh & Dr. Naufal Nahas",Introduction and Orientation
Fellowship Entrance Spine Module-6 (Dr. Jitesh Manghwani),MCQ Discussion
Rationale of Bone Cuts in TKR (Dr. Ravinder Dimri),Arthroplasty
5 Special Videos live by Dr. Jitesh Manghwani,Upcoming Sessions
Perthes Disease Part-2 (Dr. Faheem Kotekar),Pediatric Orthopedics
Fellowship Entrance Spine Module-7 (Dr. Jitesh Manghwani),MCQ Discussion
Short Case Knee (Prof. Dr. Anil Dhal),Clinical Examination
Chapter 122 - Mock Test (Part_1 & Part_2)_Dr. Faheem Kotekar & Dr. Naufal Nahas,Orthopedics Q-Book
Case Discussion on Hip (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Perthes Disease Part-3 (Dr. Faheem Kotekar),Pediatric Orthopedics
Polytrauma,Trauma
Fellowship Entrance Spine Module-8 (Dr. Jitesh Manghwani),MCQ Discussion
Short Case Swelling Thumb (GCT Tendon Sheath)_Part-1 (Prof. Dr. Anil Dhal),Clinical Examination
Examination of Swelling (Dr. Vivek Verma),Clinical Examination
Peri-Prosthetic Infection (Dr. Ravinder Dimri),Arthroplasty
Perthes Disease Part-4 (Dr. Faheem Kotekar),Pediatric Orthopedics
Tips & Tricks Proximal Humerus Fracture Plating,Trauma
Osteochondroma (Dr. Vivek Verma),Oncology
Rotator Cuff_Part-1 (Dr. Harpreet Singh),Arthroscopy
Lateral End Clavicle Fractures,Trauma
Short Case Upper Limb (Prof. Dr. Anil Dhal),Clinical Examination
Lumber Canal Stenosis (Dr. Gururaj Sangondimath & Dr. Jitesh Manghwani),Regional Orthopedics
Rotator Cuff_Part-2 (Dr. Harpreet Singh),Arthroscopy
Birth Brachial Plexus Palsy (Dr. Faheem Kotekar),Pediatric Orthopedics
Tips & Tricks Proximal Tibia Fractures Fixation (Dr. Shailesh Pai),Trauma
Super Speciality After Residency_Faculties of Conceptual Orthopedics,Introduction and Orientation
Fellowship Entrance Spine Module-10 (Dr. Jitesh Manghwani),MCQ Discussion
Wrist Pain (Dr. Raju Easwaran),OPD Series
Theory Crash Course Session on Hand_Part-1 (Dr. Ravinder Dimri),Solved Theory Papers
Case Presentation of Soft Tissue Tumor (Dr. Vivek Verma),Clinical Examination
Theory Crash Course Session on Trauma Part-1 (Dr. Shailesh Pai),Solved Theory Papers
Anterior Transposition of The Ulnar Nerve - Surgical Procedure (Prof. Dr. Anil Dhal),Surgical Series
Fellowship Entrance Spine Module-11 (Dr. Jitesh Manghwani),MCQ Discussion
Theory Crash Course Session on Shoulder_Part-1 (Dr. Harpreet Singh),Solved Theory Papers
Pain as a Guide To Orthopedic Conditions (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Theory Crash Course Session on Hand_Part-2 (Dr. Ravinder Dimri),Solved Theory Papers
Theory Crash Course Session on Musculoskeletal Oncology_Part-1 (Dr. Vivek Verma),Solved Theory Papers
Short Case - Habitual Dislocation of Patella in a Child (Prof. Dr. Anil Dhal),Clinical Examination
Theory Crash Course Session on Trauma Part-2 (Dr. Shailesh Pai),Solved Theory Papers
Theory Crash Course Session on Shoulder_Part-2 (Dr. Harpreet Singh),Solved Theory Papers
Discussion of Basic Science Questions for DNB Part-1 (Dr. Ravinder Dimri),Solved Theory Papers
Theory Crash Course Session on Pediatric Orthopedics Part-1 (Dr. Faheem Kotekar),Solved Theory Papers
Theory Crash Course Session on Trauma Part-3 (Dr. Shailesh Pai),Solved Theory Papers
Habitual Dislocation Patella: Surgical Procedure (Prof. Dr. Anil Dhal),Clinical Examination
Habitual Dislocation Patella: Surgical Procedure (Prof. Dr. Anil Dhal),Surgical Series
Theory Crash Course Session on Spine Part-1 (Dr. Jitesh Manghwani),Solved Theory Papers
Discussion of Basic Science Questions for DNB Part-2 (Dr. Ravinder Dimri),Solved Theory Papers
FNB - DNB SS Recall MCQs - Hand and Wrist Part-1,Live Sessions - Month Wise
TKR in Valgus Knee _ Dr. Ashish Taneja,Live Sessions - Month Wise
Theory Crash Course Session on Foot & Ankle_Part-1 (Dr. Anuj Chawla),Solved Theory Papers
Articular Tuberculosis (Prof. Dr. S.M. Tuli),General Orthopedics
Cascade of Repair and Regeneration of Bone (Prof. Dr. S.M. Tuli),Fundamental Concepts
Cystic Lesions of Bone Treated by Allogenic Decal Bone Grafts (Prof. Dr. S.M. Tuli),Fundamental Concepts
FNB - DNB SS Recall MCQs - Hand and Wrist Part-1,FNB / NEET SS MCQs
Theory Crash Course on Pediatric Orthopedics Part-3 (Dr. Faheem Kotekar),Solved Theory Papers
Arthroplasty FNB - SS Entrance Examination Discussion Part-2,Live Sessions - Month Wise
Theory Crash Course Session on Trauma Part-4 (Dr. Shailesh Pai),Solved Theory Papers
Arthroplasty FNB - SS Entrance Examination Discussion Part-2,FNB / NEET SS MCQs
Theory Crash Course Session on Spine Part-2 (Dr. Jitesh Manghwani),Solved Theory Papers
MCQ SERIES - Trauma FNB / SS Entrance Examination Discussion Part-2,Live Sessions - Month Wise
Neurogenic Bladder (Dr. Mrinal Pahwa),Regional Orthopedics
Theory Crash Course Session on Arthroplasty Part-2 (Dr. Ashish Taneja),Solved Theory Papers
Theory Crash Course Session on Arthroplasty Part-2 (Dr. Ashish Taneja),Solved Theory Papers
Shoulder and Elbow Part-2,Live Sessions - Month Wise
Theory Crash Course Session on Foot & Ankle_Part-2 (Dr. Anuj Chawla),Solved Theory Papers
Management of Osteoporosis Part-3,Live Sessions - Month Wise
Theory Crash Course on Pediatric Orthopedics Part-4 (Dr. Faheem Kotekar),Solved Theory Papers
Paed ortho FNB - SS Entrance Examination Discussion Part-1,Live Sessions - Month Wise
Theory Crash Course Session on Trauma Part-5 (Dr. Shailesh Pai),Solved Theory Papers
Table Viva Practice Part-7 (Basics of LL Coronal Deformity Correction),Live Sessions - Month Wise
Theory Crash Course: Short Case Swelling in the Popliteal Fossa (Prof. Dr. Anil Dhal),Solved Theory Papers
Arthroplasty FNB - SS Entrance Examination Discussion Part-1,Live Sessions - Month Wise
Theory Crash Course Session on Spine Part-3 (Dr. Jitesh Manghwani),Solved Theory Papers
Management of Osteoporosis Part-2,Live Sessions - Month Wise
Theory Crash Course Session on Shoulder_Part-3 (Dr. Harpreet Singh),Solved Theory Papers
MCQ SERIES - Trauma FNB / SS Entrance Examination Discussion Part-1,Live Sessions - Month Wise
Back to Basics Series: General Examination in Orthopedics (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Child’s Nonunion Thumb - Surgical Procedure,Live Sessions - Month Wise
Discussion of Basic Science Questions for DNB Part-3 (Dr. Ravinder Dimri),Solved Theory Papers
Analysis & Deviations,Live Sessions - Month Wise
Theory Crash Course on Pediatric Orthopedics Part-5 (Dr. Faheem Kotekar),Solved Theory Papers
Discussion of Theory Questions: Tumors (Dr. Vivek Verma),Solved Theory Papers
Rickets Essential for Orthopods - Types & Biochemistry _ Dr. Ravinder Dimri,Live Sessions - Month Wise
Pediatric Ortho Book - A Tribute to the Legend Prof. Dr. Gopa Kumar TS,Free Videos
Bosworth Fracture Dislocation,Live Sessions - Month Wise
Discussion of Theory Papers - Basic Science (NCV & EMG) (Dr. Ravinder Dimri),Solved Theory Papers
Supracondylar Humerus Fractures - Evaluation,Live Sessions - Month Wise
Theory Crash Course Session on Spine Part-4 (Dr. Jitesh Manghwani),Solved Theory Papers
Latarjet - The Surgical Techniques (Dr. Harpreet Singh),Arthroscopy
Monteggia Fractures,Live Sessions - Month Wise
GCT Upper Tibia - Planning an Extended Curettage. A step by Step Video Demonstration,Live Sessions - Month Wise
Back to Basic Series: Movement of The Joints and Their Significance (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Rotational Profile of Lower Limbs (Dr. Faheem Kotekar),Deformity Correction and Ilizarov
Management of Osteoporosis Part-1,Live Sessions - Month Wise
Rotational Profile of Lower Limbs (Dr. Faheem Kotekar),Pediatric Orthopedics
DNB Oct 2024 Theory Exam Paper Trauma Questions Solutions Part-2,Live Sessions - Month Wise
Discussion of Theory Questions: Tumors_Part-3 (Dr. Vivek Verma),Solved Theory Papers
Short Case - Child’s Thumb - Interactive Session,Live Sessions - Month Wise
Short Case Elbow Swelling_Hemangioma (Diagnosis) (Prof. Dr. Anil Dhal),Clinical Examination
Overview of Shoulder Arthroplasty,Live Sessions - Month Wise
PT Management for Joint Stiffness,Live Sessions - Month Wise
ACL Reconstruction The Surgical Technique (Dr. Raju Easwaran),Arthroscopy
FNB - DNB SS Recall MCQs - Orthopaedic Oncology,Live Sessions - Month Wise
Tuberculosis of Hip - A Quick Clinicoradiological Recap (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Measured Resection Vs Gap Balancing in TKR,Live Sessions - Month Wise
Theory Crash Course: Recent Advances (Dr. Shailesh Pai),Solved Theory Papers
ECRT - Extra Corporal Radiotherapy in Bone Tumor _ Dr. Vivek Verma,Oncology
OSCE on Shoulder (Dr. Harpreet Singh),OSCE Examinations
Habitual Dislocation Patella Postoperative Follow-Up (Prof. Dr. Anil Dhal),Clinical Examination
FNB - DNB SS Recall MCQs - Basic Science Part-2,Live Sessions - Month Wise
Navigation Assisted Varus Knee TKR Part-2,Live Sessions - Month Wise
Architecture of Bone (Dr. Faheem Kotekar),Fundamental Concepts
Proximal Femur Blood Supply,Live Sessions - Month Wise
Case Presentation of Spine (Dr. Jitesh Manghwani),Clinical Examination
Concept Learning Series Knee Alignment Philosophy Part-1,Arthroplasty
Basics of ACL Reconstruction (Dr. Naufal Nahas),Arthroscopy
Register Now For CO PG Course at Delhi,Introduction and Orientation
Navigation Assisted Varus Knee TKR Part-1,Live Sessions - Month Wise
OSCE on Upper Limb (Dr. Harpreet Singh),OSCE Examinations
Spine FNB - SS Entrance Examination Discussion Part-3,Live Sessions - Month Wise
"Bone Remodelling, Bone Circulation & Types of Bone Formation (Dr. Faheem Kotekar)",Fundamental Concepts
Masquelet Technique,Live Sessions - Month Wise
Discussion of Theory Questions: Tumors_Part-4 (Dr. Vivek Verma),Solved Theory Papers
FNB - DNB SS Recall MCQs - Basic Science Part-1,Live Sessions - Month Wise
Theory Crash Course Session on Trauma Part-7 (Dr. Shailesh Pai),Solved Theory Papers
Concept Learning Series Basics of Navigation in TKR,Live Sessions - Month Wise
Theory Crash Course Session on Spine Part-6 (Dr. Jitesh Manghwani),Solved Theory Papers
Supracondylar Humerus-Surgical Steps & Video,Live Sessions - Month Wise
Short Case Elbow Swelling_Hemangioma (Treatment) (Prof. Dr. Anil Dhal),Clinical Examination
Spine FNB - SS Entrance Examination Discussion Part-2,Live Sessions - Month Wise
Tuberculosis of the Spine - A Quick Clinicoradiological Recap (Prof. S.M. Tuli & Dr. Naufal Nahas),Practical Examination
Bacteriophage Therapy in Implant-Related Orthopedic Infections (Dr. Shailesh Pai),Recent Advances
Industry 5.0 in Orthopaedics (Dr. Shailesh Pai),Recent Advances
Fragility Fractures of the Acetabulum (Dr. Shailesh Pai),Recent Advances
Orthobiologics for Bone Healing (Dr. Shailesh Pai),Recent Advances
Plan your Case Neck with Shaft Fracture Femur,Live Sessions - Month Wise
Types of Bone Formation (Dr. Faheem Kotekar),Fundamental Concepts
PT Management of Nerve Injuries,Live Sessions - Month Wise
Tips & Tricks in Suprapatellar Nailing (Dr. Shailesh Pai),Trauma
Large bone Loss of Femur,Trauma
What is So Special About CO PG Course 2023 at Delhi (Dr. Apurv Mehra),Introduction and Orientation
Congenital Radioulnar Synostosis (Dr. Faheem Kotaker),Live Sessions - Month Wise
Short Case Swelling Thumb (GCT Tendon Sheath)_Part-2 (Prof. Dr. Anil Dhal),Clinical Examination
FNB - DNB SS Recall MCQs - Hand and Wrist Part-2,Live Sessions - Month Wise
Theory Crash Course Session on Spine Part-7 (Dr. Jitesh Manghwani),Solved Theory Papers
Concept Learning Biomechanics of Hip _ Dr. Vishal M. Huggi,Live Sessions - Month Wise
Spine FNB - SS Entrance Examination Discussion Part-1,Live Sessions - Month Wise
